Order_Item_ID,Order_ID,Product_ID,Quantity,Product_Name,Category,Unit_Price,Stock,Line_Total,Customer_ID,Order_Date,Status,Name,Email,City,Join_Date,Month,Week,Weekday
187,92,7,3,USB Cable,Accessories,200,42,600,19,2024-02-23,Delivered,Customer_19,customer19@email.com,Mumbai,2023-02-24,February,8,Friday
188,93,4,1,Monitor,Electronics,15000,81,15000,17,2024-02-01,Delivered,Customer_17,customer17@email.com,Chennai,2023-02-18,February,5,Thursday
189,94,9,1,External Drive,Storage,4000,32,4000,63,2024-02-01,Delivered,Customer_63,customer63@email.com,Pune,2023-07-06,February,5,Thursday
190,94,2,1,Mouse,Accessories,500,16,500,63,2024-02-01,Delivered,Customer_63,customer63@email.com,Pune,2023-07-06,February,5,Thursday
191,95,10,4,Printer,Office,8000,71,32000,19,2024-01-24,Cancelled,Customer_19,customer19@email.com,Mumbai,2023-02-24,January,4,Wednesday
192,96,2,3,Mouse,Accessories,500,16,1500,92,2024-02-10,Delivered,Customer_92,customer92@email.com,Mumbai,2023-10-01,February,6,Saturday
193,96,3,2,Keyboard,Accessories,1500,82,3000,92,2024-02-10,Delivered,Customer_92,customer92@email.com,Mumbai,2023-10-01,February,6,Saturday
194,97,7,1,USB Cable,Accessories,200,42,200,58,2024-02-21,Delivered,Customer_58,customer58@email.com,Delhi,2023-06-21,February,8,Wednesday
195,97,2,4,Mouse,Accessories,500,16,2000,58,2024-02-21,Delivered,Customer_58,customer58@email.com,Delhi,2023-06-21,February,8,Wednesday
196,98,7,2,USB Cable,Accessories,200,42,400,55,2024-02-18,Delivered,Customer_55,customer55@email.com,Bangalore,2023-06-12,February,7,Sunday
197,98,4,1,Monitor,Electronics,15000,81,15000,55,2024-02-18,Delivered,Customer_55,customer55@email.com,Bangalore,2023-06-12,February,7,Sunday
198,98,1,1,Laptop,Electronics,50000,37,50000,55,2024-02-18,Delivered,Customer_55,customer55@email.com,Bangalore,2023-06-12,February,7,Sunday
199,99,5,4,Headphones,Accessories,2000,21,8000,90,2024-02-18,Delivered,Customer_90,customer90@email.com,Bangalore,2023-09-25,February,7,Sunday
200,99,9,4,External Drive,Storage,4000,32,16000,90,2024-02-18,Delivered,Customer_90,customer90@email.com,Bangalore,2023-09-25,February,7,Sunday
201,100,9,2,External Drive,Storage,4000,32,8000,90,2024-02-27,Delivered,Customer_90,customer90@email.com,Bangalore,2023-09-25,February,9,Tuesday
202,100,9,3,External Drive,Storage,4000,32,12000,90,2024-02-27,Delivered,Customer_90,customer90@email.com,Bangalore,2023-09-25,February,9,Tuesday
203,100,7,4,USB Cable,Accessories,200,42,800,90,2024-02-27,Delivered,Customer_90,customer90@email.com,Bangalore,2023-09-25,February,9,Tuesday
204,101,1,2,Laptop,Electronics,50000,37,100000,62,2024-02-21,Delivered,Customer_62,customer62@email.com,Chennai,2023-07-03,February,8,Wednesday
205,102,3,1,Keyboard,Accessories,1500,82,1500,23,2024-01-12,Delivered,Customer_23,customer23@email.com,Chennai,2023-03-08,January,2,Friday
206,103,8,2,Router,Networking,3500,57,7000,9,2024-02-08,Delivered,Customer_9,customer9@email.com,Bangalore,2023-01-25,February,6,Thursday
207,103,2,4,Mouse,Accessories,500,16,2000,9,2024-02-08,Delivered,Customer_9,customer9@email.com,Bangalore,2023-01-25,February,6,Thursday
208,104,5,1,Headphones,Accessories,2000,21,2000,12,2024-01-02,Shipped,Customer_12,customer12@email.com,Bangalore,2023-02-03,January,1,Tuesday
209,104,1,1,Laptop,Electronics,50000,37,50000,12,2024-01-02,Shipped,Customer_12,customer12@email.com,Bangalore,2023-02-03,January,1,Tuesday
210,105,9,3,External Drive,Storage,4000,32,12000,1,2024-01-03,Delivered,Customer_1,customer1@email.com,Chennai,2023-01-01,January,1,Wednesday
211,105,1,1,Laptop,Electronics,50000,37,50000,1,2024-01-03,Delivered,Customer_1,customer1@email.com,Chennai,2023-01-01,January,1,Wednesday
212,106,10,1,Printer,Office,8000,71,8000,58,2024-02-18,Processing,Customer_58,customer58@email.com,Delhi,2023-06-21,February,7,Sunday
213,106,5,3,Headphones,Accessories,2000,21,6000,58,2024-02-18,Processing,Customer_58,customer58@email.com,Delhi,2023-06-21,February,7,Sunday
214,106,6,3,Webcam,Accessories,3000,43,9000,58,2024-02-18,Processing,Customer_58,customer58@email.com,Delhi,2023-06-21,February,7,Sunday
215,107,8,3,Router,Networking,3500,57,10500,1,2024-02-06,Delivered,Customer_1,customer1@email.com,Chennai,2023-01-01,February,6,Tuesday
216,107,2,1,Mouse,Accessories,500,16,500,1,2024-02-06,Delivered,Customer_1,customer1@email.com,Chennai,2023-01-01,February,6,Tuesday
217,107,7,4,USB Cable,Accessories,200,42,800,1,2024-02-06,Delivered,Customer_1,customer1@email.com,Chennai,2023-01-01,February,6,Tuesday
218,108,8,4,Router,Networking,3500,57,14000,34,2024-02-18,Delivered,Customer_34,customer34@email.com,Mumbai,2023-04-10,February,7,Sunday
219,108,6,1,Webcam,Accessories,3000,43,3000,34,2024-02-18,Delivered,Customer_34,customer34@email.com,Mumbai,2023-04-10,February,7,Sunday
220,108,3,1,Keyboard,Accessories,1500,82,1500,34,2024-02-18,Delivered,Customer_34,customer34@email.com,Mumbai,2023-04-10,February,7,Sunday
221,109,10,3,Printer,Office,8000,71,24000,96,2024-02-25,Processing,Customer_96,customer96@email.com,Bangalore,2023-10-13,February,8,Sunday
222,109,2,1,Mouse,Accessories,500,16,500,96,2024-02-25,Processing,Customer_96,customer96@email.com,Bangalore,2023-10-13,February,8,Sunday
223,110,9,1,External Drive,Storage,4000,32,4000,48,2024-01-17,Delivered,Customer_48,customer48@email.com,Pune,2023-05-22,January,3,Wednesday
224,110,10,3,Printer,Office,8000,71,24000,48,2024-01-17,Delivered,Customer_48,customer48@email.com,Pune,2023-05-22,January,3,Wednesday
225,111,5,1,Headphones,Accessories,2000,21,2000,89,2024-02-28,Delivered,Customer_89,customer89@email.com,Chennai,2023-09-22,February,9,Wednesday
226,111,6,3,Webcam,Accessories,3000,43,9000,89,2024-02-28,Delivered,Customer_89,customer89@email.com,Chennai,2023-09-22,February,9,Wednesday
227,112,1,1,Laptop,Electronics,50000,37,50000,1,2024-02-18,Delivered,Customer_1,customer1@email.com,Chennai,2023-01-01,February,7,Sunday
228,112,3,4,Keyboard,Accessories,1500,82,6000,1,2024-02-18,Delivered,Customer_1,customer1@email.com,Chennai,2023-01-01,February,7,Sunday
229,112,10,1,Printer,Office,8000,71,8000,1,2024-02-18,Delivered,Customer_1,customer1@email.com,Chennai,2023-01-01,February,7,Sunday
230,113,10,3,Printer,Office,8000,71,24000,16,2024-01-02,Shipped,Customer_16,customer16@email.com,Delhi,2023-02-15,January,1,Tuesday
231,114,2,2,Mouse,Accessories,500,16,1000,61,2024-01-02,Delivered,Customer_61,customer61@email.com,Delhi,2023-06-30,January,1,Tuesday
232,114,1,4,Laptop,Electronics,50000,37,200000,61,2024-01-02,Delivered,Customer_61,customer61@email.com,Delhi,2023-06-30,January,1,Tuesday
233,115,3,2,Keyboard,Accessories,1500,82,3000,64,2024-01-28,Shipped,Customer_64,customer64@email.com,Delhi,2023-07-09,January,4,Sunday
234,115,8,1,Router,Networking,3500,57,3500,64,2024-01-28,Shipped,Customer_64,customer64@email.com,Delhi,2023-07-09,January,4,Sunday
235,115,9,1,External Drive,Storage,4000,32,4000,64,2024-01-28,Shipped,Customer_64,customer64@email.com,Delhi,2023-07-09,January,4,Sunday
236,116,5,2,Headphones,Accessories,2000,21,4000,63,2024-02-23,Delivered,Customer_63,customer63@email.com,Pune,2023-07-06,February,8,Friday
237,116,9,4,External Drive,Storage,4000,32,16000,63,2024-02-23,Delivered,Customer_63,customer63@email.com,Pune,2023-07-06,February,8,Friday
238,117,9,3,External Drive,Storage,4000,32,12000,69,2024-01-23,Delivered,Customer_69,customer69@email.com,Chennai,2023-07-24,January,4,Tuesday
239,117,9,2,External Drive,Storage,4000,32,8000,69,2024-01-23,Delivered,Customer_69,customer69@email.com,Chennai,2023-07-24,January,4,Tuesday
240,117,10,1,Printer,Office,8000,71,8000,69,2024-01-23,Delivered,Customer_69,customer69@email.com,Chennai,2023-07-24,January,4,Tuesday
241,118,8,1,Router,Networking,3500,57,3500,22,2024-02-06,Delivered,Customer_22,customer22@email.com,Pune,2023-03-05,February,6,Tuesday
242,118,5,3,Headphones,Accessories,2000,21,6000,22,2024-02-06,Delivered,Customer_22,customer22@email.com,Pune,2023-03-05,February,6,Tuesday
243,118,2,4,Mouse,Accessories,500,16,2000,22,2024-02-06,Delivered,Customer_22,customer22@email.com,Pune,2023-03-05,February,6,Tuesday
244,119,6,4,Webcam,Accessories,3000,43,12000,93,2024-02-01,Delivered,Customer_93,customer93@email.com,Bangalore,2023-10-04,February,5,Thursday
245,119,5,4,Headphones,Accessories,2000,21,8000,93,2024-02-01,Delivered,Customer_93,customer93@email.com,Bangalore,2023-10-04,February,5,Thursday
246,119,10,2,Printer,Office,8000,71,16000,93,2024-02-01,Delivered,Customer_93,customer93@email.com,Bangalore,2023-10-04,February,5,Thursday
247,120,5,4,Headphones,Accessories,2000,21,8000,67,2024-02-02,Delivered,Customer_67,customer67@email.com,Delhi,2023-07-18,February,5,Friday
248,120,5,1,Headphones,Accessories,2000,21,2000,67,2024-02-02,Delivered,Customer_67,customer67@email.com,Delhi,2023-07-18,February,5,Friday
249,121,2,4,Mouse,Accessories,500,16,2000,76,2024-01-01,Delivered,Customer_76,customer76@email.com,Delhi,2023-08-14,January,1,Monday
250,122,3,2,Keyboard,Accessories,1500,82,3000,26,2024-01-19,Delivered,Customer_26,customer26@email.com,Bangalore,2023-03-17,January,3,Friday
251,123,8,4,Router,Networking,3500,57,14000,16,2024-01-02,Processing,Customer_16,customer16@email.com,Delhi,2023-02-15,January,1,Tuesday
252,123,2,4,Mouse,Accessories,500,16,2000,16,2024-01-02,Processing,Customer_16,customer16@email.com,Delhi,2023-02-15,January,1,Tuesday
253,123,1,2,Laptop,Electronics,50000,37,100000,16,2024-01-02,Processing,Customer_16,customer16@email.com,Delhi,2023-02-15,January,1,Tuesday
254,124,8,4,Router,Networking,3500,57,14000,51,2024-02-22,Delivered,Customer_51,customer51@email.com,Chennai,2023-05-31,February,8,Thursday
255,124,1,3,Laptop,Electronics,50000,37,150000,51,2024-02-22,Delivered,Customer_51,customer51@email.com,Chennai,2023-05-31,February,8,Thursday
256,124,9,1,External Drive,Storage,4000,32,4000,51,2024-02-22,Delivered,Customer_51,customer51@email.com,Chennai,2023-05-31,February,8,Thursday
257,125,9,1,External Drive,Storage,4000,32,4000,86,2024-02-13,Delivered,Customer_86,customer86@email.com,Mumbai,2023-09-13,February,7,Tuesday
258,125,10,4,Printer,Office,8000,71,32000,86,2024-02-13,Delivered,Customer_86,customer86@email.com,Mumbai,2023-09-13,February,7,Tuesday
259,125,6,4,Webcam,Accessories,3000,43,12000,86,2024-02-13,Delivered,Customer_86,customer86@email.com,Mumbai,2023-09-13,February,7,Tuesday
260,126,5,3,Headphones,Accessories,2000,21,6000,57,2024-01-26,Shipped,Customer_57,customer57@email.com,Chennai,2023-06-18,January,4,Friday
261,126,10,1,Printer,Office,8000,71,8000,57,2024-01-26,Shipped,Customer_57,customer57@email.com,Chennai,2023-06-18,January,4,Friday
262,126,3,3,Keyboard,Accessories,1500,82,4500,57,2024-01-26,Shipped,Customer_57,customer57@email.com,Chennai,2023-06-18,January,4,Friday
263,127,10,2,Printer,Office,8000,71,16000,29,2024-02-01,Delivered,Customer_29,customer29@email.com,Chennai,2023-03-26,February,5,Thursday
264,127,5,2,Headphones,Accessories,2000,21,4000,29,2024-02-01,Delivered,Customer_29,customer29@email.com,Chennai,2023-03-26,February,5,Thursday
265,127,7,3,USB Cable,Accessories,200,42,600,29,2024-02-01,Delivered,Customer_29,customer29@email.com,Chennai,2023-03-26,February,5,Thursday
266,128,4,2,Monitor,Electronics,15000,81,30000,78,2024-01-06,Delivered,Customer_78,customer78@email.com,Chennai,2023-08-20,January,1,Saturday
267,128,7,2,USB Cable,Accessories,200,42,400,78,2024-01-06,Delivered,Customer_78,customer78@email.com,Chennai,2023-08-20,January,1,Saturday
268,129,1,1,Laptop,Electronics,50000,37,50000,92,2024-02-01,Processing,Customer_92,customer92@email.com,Mumbai,2023-10-01,February,5,Thursday
269,130,8,3,Router,Networking,3500,57,10500,69,2024-02-24,Processing,Customer_69,customer69@email.com,Chennai,2023-07-24,February,8,Saturday
270,131,8,1,Router,Networking,3500,57,3500,47,2024-01-04,Delivered,Customer_47,customer47@email.com,Delhi,2023-05-19,January,1,Thursday
271,131,3,4,Keyboard,Accessories,1500,82,6000,47,2024-01-04,Delivered,Customer_47,customer47@email.com,Delhi,2023-05-19,January,1,Thursday
272,132,3,2,Keyboard,Accessories,1500,82,3000,94,2024-02-24,Processing,Customer_94,customer94@email.com,Bangalore,2023-10-07,February,8,Saturday
273,132,7,2,USB Cable,Accessories,200,42,400,94,2024-02-24,Processing,Customer_94,customer94@email.com,Bangalore,2023-10-07,February,8,Saturday
274,133,2,3,Mouse,Accessories,500,16,1500,62,2024-01-11,Delivered,Customer_62,customer62@email.com,Chennai,2023-07-03,January,2,Thursday
275,134,5,1,Headphones,Accessories,2000,21,2000,69,2024-02-25,Delivered,Customer_69,customer69@email.com,Chennai,2023-07-24,February,8,Sunday
276,134,6,4,Webcam,Accessories,3000,43,12000,69,2024-02-25,Delivered,Customer_69,customer69@email.com,Chennai,2023-07-24,February,8,Sunday
277,134,4,4,Monitor,Electronics,15000,81,60000,69,2024-02-25,Delivered,Customer_69,customer69@email.com,Chennai,2023-07-24,February,8,Sunday
278,135,4,3,Monitor,Electronics,15000,81,45000,76,2024-02-28,Delivered,Customer_76,customer76@email.com,Delhi,2023-08-14,February,9,Wednesday
279,135,1,4,Laptop,Electronics,50000,37,200000,76,2024-02-28,Delivered,Customer_76,customer76@email.com,Delhi,2023-08-14,February,9,Wednesday
280,136,1,2,Laptop,Electronics,50000,37,100000,16,2024-01-17,Cancelled,Customer_16,customer16@email.com,Delhi,2023-02-15,January,3,Wednesday
281,136,6,1,Webcam,Accessories,3000,43,3000,16,2024-01-17,Cancelled,Customer_16,customer16@email.com,Delhi,2023-02-15,January,3,Wednesday
282,137,10,4,Printer,Office,8000,71,32000,90,2024-02-07,Delivered,Customer_90,customer90@email.com,Bangalore,2023-09-25,February,6,Wednesday
283,137,2,2,Mouse,Accessories,500,16,1000,90,2024-02-07,Delivered,Customer_90,customer90@email.com,Bangalore,2023-09-25,February,6,Wednesday
284,138,4,3,Monitor,Electronics,15000,81,45000,90,2024-01-24,Delivered,Customer_90,customer90@email.com,Bangalore,2023-09-25,January,4,Wednesday
285,138,3,4,Keyboard,Accessories,1500,82,6000,90,2024-01-24,Delivered,Customer_90,customer90@email.com,Bangalore,2023-09-25,January,4,Wednesday
286,139,7,1,USB Cable,Accessories,200,42,200,48,2024-01-05,Delivered,Customer_48,customer48@email.com,Pune,2023-05-22,January,1,Friday
287,140,1,2,Laptop,Electronics,50000,37,100000,85,2024-02-21,Delivered,Customer_85,customer85@email.com,Mumbai,2023-09-10,February,8,Wednesday
288,140,3,3,Keyboard,Accessories,1500,82,4500,85,2024-02-21,Delivered,Customer_85,customer85@email.com,Mumbai,2023-09-10,February,8,Wednesday
289,140,10,3,Printer,Office,8000,71,24000,85,2024-02-21,Delivered,Customer_85,customer85@email.com,Mumbai,2023-09-10,February,8,Wednesday
290,141,2,2,Mouse,Accessories,500,16,1000,39,2024-02-03,Delivered,Customer_39,customer39@email.com,Mumbai,2023-04-25,February,5,Saturday
291,141,2,1,Mouse,Accessories,500,16,500,39,2024-02-03,Delivered,Customer_39,customer39@email.com,Mumbai,2023-04-25,February,5,Saturday
292,142,3,1,Keyboard,Accessories,1500,82,1500,100,2024-01-06,Delivered,Customer_100,customer100@email.com,Mumbai,2023-10-25,January,1,Saturday
293,143,7,3,USB Cable,Accessories,200,42,600,33,2024-01-22,Delivered,Customer_33,customer33@email.com,Chennai,2023-04-07,January,4,Monday
294,144,4,4,Monitor,Electronics,15000,81,60000,94,2024-01-11,Delivered,Customer_94,customer94@email.com,Bangalore,2023-10-07,January,2,Thursday
295,144,2,3,Mouse,Accessories,500,16,1500,94,2024-01-11,Delivered,Customer_94,customer94@email.com,Bangalore,2023-10-07,January,2,Thursday
296,144,4,2,Monitor,Electronics,15000,81,30000,94,2024-01-11,Delivered,Customer_94,customer94@email.com,Bangalore,2023-10-07,January,2,Thursday
297,145,3,1,Keyboard,Accessories,1500,82,1500,23,2024-02-17,Delivered,Customer_23,customer23@email.com,Chennai,2023-03-08,February,7,Saturday
298,145,8,4,Router,Networking,3500,57,14000,23,2024-02-17,Delivered,Customer_23,customer23@email.com,Chennai,2023-03-08,February,7,Saturday
299,145,5,3,Headphones,Accessories,2000,21,6000,23,2024-02-17,Delivered,Customer_23,customer23@email.com,Chennai,2023-03-08,February,7,Saturday
300,146,4,2,Monitor,Electronics,15000,81,30000,10,2024-01-16,Delivered,Customer_10,customer10@email.com,Pune,2023-01-28,January,3,Tuesday
301,147,9,1,External Drive,Storage,4000,32,4000,69,2024-02-02,Delivered,Customer_69,customer69@email.com,Chennai,2023-07-24,February,5,Friday
302,147,3,3,Keyboard,Accessories,1500,82,4500,69,2024-02-02,Delivered,Customer_69,customer69@email.com,Chennai,2023-07-24,February,5,Friday
303,147,1,2,Laptop,Electronics,50000,37,100000,69,2024-02-02,Delivered,Customer_69,customer69@email.com,Chennai,2023-07-24,February,5,Friday
304,148,2,1,Mouse,Accessories,500,16,500,100,2024-01-09,Delivered,Customer_100,customer100@email.com,Mumbai,2023-10-25,January,2,Tuesday
305,148,3,4,Keyboard,Accessories,1500,82,6000,100,2024-01-09,Delivered,Customer_100,customer100@email.com,Mumbai,2023-10-25,January,2,Tuesday
306,149,9,4,External Drive,Storage,4000,32,16000,34,2024-02-29,Processing,Customer_34,customer34@email.com,Mumbai,2023-04-10,February,9,Thursday
307,150,8,4,Router,Networking,3500,57,14000,52,2024-02-28,Delivered,Customer_52,customer52@email.com,Chennai,2023-06-03,February,9,Wednesday
308,150,9,1,External Drive,Storage,4000,32,4000,52,2024-02-28,Delivered,Customer_52,customer52@email.com,Chennai,2023-06-03,February,9,Wednesday
309,151,5,4,Headphones,Accessories,2000,21,8000,95,2024-01-06,Delivered,Customer_95,customer95@email.com,Mumbai,2023-10-10,January,1,Saturday
310,152,2,4,Mouse,Accessories,500,16,2000,10,2024-01-16,Delivered,Customer_10,customer10@email.com,Pune,2023-01-28,January,3,Tuesday
311,152,7,3,USB Cable,Accessories,200,42,600,10,2024-01-16,Delivered,Customer_10,customer10@email.com,Pune,2023-01-28,January,3,Tuesday
312,152,5,4,Headphones,Accessories,2000,21,8000,10,2024-01-16,Delivered,Customer_10,customer10@email.com,Pune,2023-01-28,January,3,Tuesday
313,153,3,4,Keyboard,Accessories,1500,82,6000,19,2024-01-29,Delivered,Customer_19,customer19@email.com,Mumbai,2023-02-24,January,5,Monday
314,153,9,2,External Drive,Storage,4000,32,8000,19,2024-01-29,Delivered,Customer_19,customer19@email.com,Mumbai,2023-02-24,January,5,Monday
315,154,7,1,USB Cable,Accessories,200,42,200,58,2024-01-03,Delivered,Customer_58,customer58@email.com,Delhi,2023-06-21,January,1,Wednesday
316,154,4,4,Monitor,Electronics,15000,81,60000,58,2024-01-03,Delivered,Customer_58,customer58@email.com,Delhi,2023-06-21,January,1,Wednesday
317,155,6,4,Webcam,Accessories,3000,43,12000,96,2024-01-20,Delivered,Customer_96,customer96@email.com,Bangalore,2023-10-13,January,3,Saturday
318,156,6,2,Webcam,Accessories,3000,43,6000,1,2024-02-29,Delivered,Customer_1,customer1@email.com,Chennai,2023-01-01,February,9,Thursday
319,157,5,2,Headphones,Accessories,2000,21,4000,69,2024-02-28,Delivered,Customer_69,customer69@email.com,Chennai,2023-07-24,February,9,Wednesday
320,158,1,4,Laptop,Electronics,50000,37,200000,4,2024-02-05,Delivered,Customer_4,customer4@email.com,Pune,2023-01-10,February,6,Monday
321,158,5,2,Headphones,Accessories,2000,21,4000,4,2024-02-05,Delivered,Customer_4,customer4@email.com,Pune,2023-01-10,February,6,Monday
322,158,2,2,Mouse,Accessories,500,16,1000,4,2024-02-05,Delivered,Customer_4,customer4@email.com,Pune,2023-01-10,February,6,Monday
323,159,6,4,Webcam,Accessories,3000,43,12000,16,2024-01-19,Delivered,Customer_16,customer16@email.com,Delhi,2023-02-15,January,3,Friday
324,159,9,1,External Drive,Storage,4000,32,4000,16,2024-01-19,Delivered,Customer_16,customer16@email.com,Delhi,2023-02-15,January,3,Friday
325,159,6,1,Webcam,Accessories,3000,43,3000,16,2024-01-19,Delivered,Customer_16,customer16@email.com,Delhi,2023-02-15,January,3,Friday
326,160,6,3,Webcam,Accessories,3000,43,9000,24,2024-01-26,Delivered,Customer_24,customer24@email.com,Mumbai,2023-03-11,January,4,Friday
327,160,8,1,Router,Networking,3500,57,3500,24,2024-01-26,Delivered,Customer_24,customer24@email.com,Mumbai,2023-03-11,January,4,Friday
328,160,1,4,Laptop,Electronics,50000,37,200000,24,2024-01-26,Delivered,Customer_24,customer24@email.com,Mumbai,2023-03-11,January,4,Friday
329,161,6,2,Webcam,Accessories,3000,43,6000,80,2024-01-03,Delivered,Customer_80,customer80@email.com,Chennai,2023-08-26,January,1,Wednesday
330,162,10,4,Printer,Office,8000,71,32000,2,2024-01-19,Delivered,Customer_2,customer2@email.com,Pune,2023-01-04,January,3,Friday
331,163,1,2,Laptop,Electronics,50000,37,100000,92,2024-01-20,Delivered,Customer_92,customer92@email.com,Mumbai,2023-10-01,January,3,Saturday
332,163,1,1,Laptop,Electronics,50000,37,50000,92,2024-01-20,Delivered,Customer_92,customer92@email.com,Mumbai,2023-10-01,January,3,Saturday
333,164,1,1,Laptop,Electronics,50000,37,50000,32,2024-02-01,Delivered,Customer_32,customer32@email.com,Chennai,2023-04-04,February,5,Thursday
334,165,6,3,Webcam,Accessories,3000,43,9000,91,2024-01-07,Delivered,Customer_91,customer91@email.com,Bangalore,2023-09-28,January,1,Sunday
335,165,2,2,Mouse,Accessories,500,16,1000,91,2024-01-07,Delivered,Customer_91,customer91@email.com,Bangalore,2023-09-28,January,1,Sunday
336,166,10,2,Printer,Office,8000,71,16000,84,2024-02-21,Shipped,Customer_84,customer84@email.com,Pune,2023-09-07,February,8,Wednesday
337,166,10,2,Printer,Office,8000,71,16000,84,2024-02-21,Shipped,Customer_84,customer84@email.com,Pune,2023-09-07,February,8,Wednesday
338,166,2,2,Mouse,Accessories,500,16,1000,84,2024-02-21,Shipped,Customer_84,customer84@email.com,Pune,2023-09-07,February,8,Wednesday
339,167,1,4,Laptop,Electronics,50000,37,200000,24,2024-02-10,Delivered,Customer_24,customer24@email.com,Mumbai,2023-03-11,February,6,Saturday
340,167,3,3,Keyboard,Accessories,1500,82,4500,24,2024-02-10,Delivered,Customer_24,customer24@email.com,Mumbai,2023-03-11,February,6,Saturday
341,167,6,1,Webcam,Accessories,3000,43,3000,24,2024-02-10,Delivered,Customer_24,customer24@email.com,Mumbai,2023-03-11,February,6,Saturday
342,168,9,3,External Drive,Storage,4000,32,12000,12,2024-02-02,Delivered,Customer_12,customer12@email.com,Bangalore,2023-02-03,February,5,Friday
343,168,9,2,External Drive,Storage,4000,32,8000,12,2024-02-02,Delivered,Customer_12,customer12@email.com,Bangalore,2023-02-03,February,5,Friday
344,169,4,2,Monitor,Electronics,15000,81,30000,50,2024-02-09,Processing,Customer_50,customer50@email.com,Chennai,2023-05-28,February,6,Friday
345,169,7,3,USB Cable,Accessories,200,42,600,50,2024-02-09,Processing,Customer_50,customer50@email.com,Chennai,2023-05-28,February,6,Friday
346,170,10,2,Printer,Office,8000,71,16000,35,2024-02-08,Processing,Customer_35,customer35@email.com,Bangalore,2023-04-13,February,6,Thursday
347,170,10,3,Printer,Office,8000,71,24000,35,2024-02-08,Processing,Customer_35,customer35@email.com,Bangalore,2023-04-13,February,6,Thursday
348,171,9,4,External Drive,Storage,4000,32,16000,33,2024-01-18,Delivered,Customer_33,customer33@email.com,Chennai,2023-04-07,January,3,Thursday
349,171,10,2,Printer,Office,8000,71,16000,33,2024-01-18,Delivered,Customer_33,customer33@email.com,Chennai,2023-04-07,January,3,Thursday
350,171,2,2,Mouse,Accessories,500,16,1000,33,2024-01-18,Delivered,Customer_33,customer33@email.com,Chennai,2023-04-07,January,3,Thursday
351,172,9,1,External Drive,Storage,4000,32,4000,33,2024-02-09,Delivered,Customer_33,customer33@email.com,Chennai,2023-04-07,February,6,Friday
352,172,3,2,Keyboard,Accessories,1500,82,3000,33,2024-02-09,Delivered,Customer_33,customer33@email.com,Chennai,2023-04-07,February,6,Friday
353,172,3,3,Keyboard,Accessories,1500,82,4500,33,2024-02-09,Delivered,Customer_33,customer33@email.com,Chennai,2023-04-07,February,6,Friday
354,173,4,1,Monitor,Electronics,15000,81,15000,61,2024-01-01,Shipped,Customer_61,customer61@email.com,Delhi,2023-06-30,January,1,Monday
355,173,8,1,Router,Networking,3500,57,3500,61,2024-01-01,Shipped,Customer_61,customer61@email.com,Delhi,2023-06-30,January,1,Monday
356,174,5,3,Headphones,Accessories,2000,21,6000,51,2024-01-11,Shipped,Customer_51,customer51@email.com,Chennai,2023-05-31,January,2,Thursday
357,174,3,4,Keyboard,Accessories,1500,82,6000,51,2024-01-11,Shipped,Customer_51,customer51@email.com,Chennai,2023-05-31,January,2,Thursday
358,174,2,2,Mouse,Accessories,500,16,1000,51,2024-01-11,Shipped,Customer_51,customer51@email.com,Chennai,2023-05-31,January,2,Thursday
359,175,3,2,Keyboard,Accessories,1500,82,3000,43,2024-01-28,Delivered,Customer_43,customer43@email.com,Chennai,2023-05-07,January,4,Sunday
360,175,5,4,Headphones,Accessories,2000,21,8000,43,2024-01-28,Delivered,Customer_43,customer43@email.com,Chennai,2023-05-07,January,4,Sunday
361,176,3,4,Keyboard,Accessories,1500,82,6000,12,2024-02-26,Delivered,Customer_12,customer12@email.com,Bangalore,2023-02-03,February,9,Monday
362,177,3,3,Keyboard,Accessories,1500,82,4500,67,2024-01-25,Delivered,Customer_67,customer67@email.com,Delhi,2023-07-18,January,4,Thursday
363,177,6,3,Webcam,Accessories,3000,43,9000,67,2024-01-25,Delivered,Customer_67,customer67@email.com,Delhi,2023-07-18,January,4,Thursday
364,178,1,3,Laptop,Electronics,50000,37,150000,65,2024-02-19,Delivered,Customer_65,customer65@email.com,Delhi,2023-07-12,February,8,Monday
365,178,1,2,Laptop,Electronics,50000,37,100000,65,2024-02-19,Delivered,Customer_65,customer65@email.com,Delhi,2023-07-12,February,8,Monday
366,178,5,3,Headphones,Accessories,2000,21,6000,65,2024-02-19,Delivered,Customer_65,customer65@email.com,Delhi,2023-07-12,February,8,Monday
367,179,8,4,Router,Networking,3500,57,14000,33,2024-01-23,Delivered,Customer_33,customer33@email.com,Chennai,2023-04-07,January,4,Tuesday
368,179,5,4,Headphones,Accessories,2000,21,8000,33,2024-01-23,Delivered,Customer_33,customer33@email.com,Chennai,2023-04-07,January,4,Tuesday
369,180,4,4,Monitor,Electronics,15000,81,60000,40,2024-01-31,Delivered,Customer_40,customer40@email.com,Delhi,2023-04-28,January,5,Wednesday
370,180,8,2,Router,Networking,3500,57,7000,40,2024-01-31,Delivered,Customer_40,customer40@email.com,Delhi,2023-04-28,January,5,Wednesday
371,181,3,4,Keyboard,Accessories,1500,82,6000,74,2024-01-30,Delivered,Customer_74,customer74@email.com,Delhi,2023-08-08,January,5,Tuesday
372,182,4,2,Monitor,Electronics,15000,81,30000,43,2024-02-11,Shipped,Customer_43,customer43@email.com,Chennai,2023-05-07,February,6,Sunday
